serialnop	age	pweight	sex	hispan	white	black	aian	asian	nhpi	other	race1	marstat	educ	speak	citizen	yr2us	abwork	disable	military	milyrs	esr	lastwrk	clwkr	worklyr	weeks	hours	inctot	persons	tenure	hht	p65	p18	npf	noc	nrc	paoc	parc	fnf	hhl	wif	empstat
296042	50	18	2	1	1	0	0	0	0	0	1	3	16	2	1	0	2	2	4	0	1	1	6	1	52	40	30000	2	1	7	0	0	0	0	0	4	4	2	1	0	0
5956874	41	21	1	1	1	0	0	0	0	0	1	5	14	2	4	1992	1	1	4	0	1	1	6	1	52	50	29000	1	3	4	0	0	0	0	0	4	4	2	1	0	0
1323835	23	15	2	1	1	0	0	0	0	0	1	5	11	2	1	0	2	2	4	0	1	1	1	1	52	40	23000	2	3	7	0	0	0	0	0	4	4	2	3	0	0
3016537	40	16	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	1	1	52	40	90280	5	1	1	0	3	5	3	3	3	3	2	1	3	1
6122342	55	16	2	1	0	0	0	1	0	0	6	5	11	1	5	1969	2	2	4	0	1	1	6	1	48	35	31700	1	1	6	0	0	0	0	0	4	4	2	4	0	0
7329527	50	16	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	3	1	40	15	6200	2	1	1	0	0	2	0	0	4	4	2	1	3	1
4260731	46	47	2	1	0	0	0	1	0	0	6	1	13	1	5	1999	2	2	4	0	6	2	0	2	0	0	0	2	3	1	0	0	2	0	0	4	4	2	4	1	4
5100552	34	42	2	11	1	0	0	0	0	1	9	1	4	1	5	1980	2	2	4	0	6	2	0	2	0	0	0	6	3	1	0	4	6	4	4	3	3	2	2	2	4
1942699	29	13	2	11	1	0	0	0	0	1	9	4	8	1	5	1989	2	1	4	0	6	1	1	1	28	40	11700	1	3	6	0	0	0	0	0	4	4	2	2	0	0
9407990	38	14	1	1	0	1	0	0	0	0	2	2	11	2	1	0	2	2	4	0	1	1	1	1	52	40	38500	9	1	3	2	3	9	0	3	4	2	2	1	4	8
6937052	26	19	2	1	0	0	0	0	1	0	7	1	12	1	4	1985	1	1	4	0	1	1	1	1	52	40	27000	2	3	1	0	0	2	0	0	4	4	2	3	3	3
2017181	52	18	2	2	1	0	0	0	0	0	1	1	11	2	1	0	2	1	4	0	1	1	5	1	52	40	28500	2	3	1	0	0	2	0	0	4	4	2	1	3	1
9205280	26	26	2	1	1	0	0	0	0	0	1	5	11	2	1	0	2	2	4	0	1	1	1	1	52	45	41000	2	1	5	0	0	0	0	0	4	4	2	1	0	0
5373319	62	32	1	1	0	0	0	1	0	0	6	1	16	2	1	0	2	2	4	0	6	1	1	2	0	0	27200	2	2	1	0	0	2	0	0	4	4	2	1	1	4
6135258	36	29	1	1	1	0	0	0	0	0	1	1	14	2	1	0	2	2	4	0	1	1	1	1	52	45	72350	3	1	1	0	1	3	1	1	1	1	2	1	3	1
3196270	55	21	2	1	1	0	0	0	0	0	1	1	14	2	1	0	2	2	4	0	6	1	2	2	0	0	15000	2	1	1	0	0	2	0	0	4	4	2	1	2	4
7998442	39	10	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	1	1	52	20	14000	5	1	1	0	3	5	3	3	2	2	2	1	3	1
661277	28	18	2	2	1	0	0	0	0	0	1	5	11	2	1	0	1	1	4	0	1	1	1	1	26	40	10400	9	1	1	0	4	9	0	4	4	3	2	2	4	2
8769781	38	18	2	2	0	0	0	0	0	1	8	5	12	1	4	1973	2	2	4	0	1	1	1	1	52	9	18100	7	3	3	0	5	6	5	5	3	3	2	2	2	7
2419693	36	21	1	1	0	0	0	1	0	0	6	5	13	1	5	1987	2	2	4	0	1	1	7	1	52	35	62200	1	3	4	0	0	0	0	0	4	4	2	4	0	0
5654257	32	26	1	1	0	1	0	0	0	0	2	3	12	2	1	0	2	2	4	0	1	1	1	1	52	40	28000	1	3	4	0	0	0	0	0	4	4	2	1	0	0
516622	55	29	2	1	1	0	0	0	0	0	1	3	13	2	1	0	2	2	4	0	1	1	1	1	52	40	28000	1	3	6	0	0	0	0	0	4	4	2	1	0	0
6571102	48	19	2	1	0	1	0	0	0	0	2	1	13	2	1	0	2	2	4	0	1	1	4	1	52	40	42350	2	1	1	0	0	2	0	0	4	4	2	1	2	1
6562916	26	18	1	2	1	0	0	0	0	0	1	1	3	1	1	0	2	2	4	0	1	1	1	1	52	44	26000	6	1	1	1	2	2	0	0	4	4	2	2	3	1
1223543	21	5	1	2	0	0	0	0	0	1	8	5	8	1	1	0	2	2	4	0	3	1	1	1	9	40	3000	5	1	3	0	0	5	0	0	4	4	2	2	4	8
6332723	60	19	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	7	1	24	40	42500	3	1	1	1	0	3	0	0	4	4	2	1	4	1
2459896	28	18	2	2	1	0	0	0	0	0	1	1	12	2	1	0	2	2	4	0	1	1	1	1	52	35	15000	4	1	1	0	2	4	2	2	1	1	2	1	3	1
7212320	40	16	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	6	2	0	2	0	0	0	6	1	1	1	2	6	2	2	2	2	2	1	2	2
6540985	45	16	1	3	1	0	0	0	0	0	1	5	11	1	2	1977	1	1	2	2	1	1	6	1	52	40	15000	1	3	4	0	0	0	0	0	4	4	2	2	0	0
8290174	61	29	1	1	1	0	0	0	0	0	1	1	13	1	5	1995	2	2	4	0	1	1	1	1	52	50	33200	2	1	1	0	0	2	0	0	4	4	2	3	3	1
2788915	33	14	2	1	0	0	0	1	0	0	6	1	12	1	4	1975	2	2	4	0	6	2	0	2	0	0	18800	9	3	1	0	7	9	7	7	3	3	2	4	1	4
6959038	30	13	2	1	0	0	0	1	0	0	6	5	13	2	1	0	2	2	4	0	1	1	1	1	52	40	27800	3	1	3	0	0	3	0	0	4	4	2	4	4	7
6779614	24	18	2	1	1	0	0	0	0	0	1	5	13	2	1	0	2	2	4	0	1	1	1	1	48	35	14000	1	3	6	0	0	0	0	0	4	4	2	1	0	0
2590031	24	18	2	1	1	0	0	0	0	0	1	5	13	2	1	0	2	2	4	0	1	1	1	1	1	52	26000	2	3	3	0	1	2	1	1	2	2	2	1	2	7
1367667	33	13	1	1	1	0	0	0	0	0	1	3	11	2	1	0	1	1	2	2	2	1	1	1	52	40	27000	2	1	2	0	1	2	1	1	2	2	2	1	2	5
425344	34	26	1	2	0	0	0	0	0	1	8	1	12	1	5	1987	2	1	4	0	6	1	1	1	9	34	6400	8	3	1	0	5	8	5	5	3	3	2	2	3	3
378257	36	18	2	1	0	0	0	1	0	0	6	1	6	1	4	1981	2	2	4	0	1	1	1	1	52	16	4400	5	3	1	0	3	5	3	3	2	2	2	4	3	1
2950810	51	29	1	1	1	0	0	0	0	0	1	3	13	2	1	0	2	2	2	2	1	1	1	1	52	50	103200	3	1	5	0	0	0	0	0	4	4	2	1	0	0
5734240	47	18	1	2	0	0	0	0	0	1	8	1	1	1	5	1970	2	2	4	0	1	1	1	1	52	40	32000	7	1	1	0	2	7	2	2	2	2	2	2	4	1
5834372	37	16	1	2	0	0	0	0	0	1	8	1	3	1	5	1972	2	2	4	0	1	1	6	1	36	5	9000	7	3	1	0	4	7	3	4	3	3	2	2	3	1
3379707	48	29	1	2	1	0	0	0	0	0	1	3	6	1	1	0	2	1	2	2	6	2	0	2	0	0	0	3	2	3	1	0	3	0	0	4	4	2	2	2	8
7172929	56	21	1	1	1	0	0	0	0	1	9	1	9	1	4	1979	2	1	4	0	6	1	7	2	0	0	0	4	3	1	0	2	4	2	2	2	2	2	3	1	4
1748700	57	10	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	1	1	52	40	50000	5	2	1	0	0	4	0	0	4	4	2	1	4	1
2019620	55	14	2	1	1	0	0	0	0	0	1	1	14	2	1	0	2	2	4	0	1	1	1	1	52	40	113000	3	1	1	0	1	3	0	1	4	2	2	1	2	3
816408	53	8	1	2	0	0	0	0	0	1	8	1	1	1	5	1967	2	2	4	0	2	1	1	1	20	30	5500	5	1	1	0	1	5	1	1	1	1	2	2	4	1
3288233	43	19	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	1	1	50	55	12000	3	1	1	0	1	3	1	1	2	2	2	4	3	1
7621661	44	24	2	2	0	0	0	0	0	1	8	1	9	1	1	0	2	2	4	0	1	1	4	1	52	28	20000	6	3	1	0	3	6	3	3	2	2	2	2	4	1
2977257	50	45	2	2	1	0	0	0	0	0	1	1	8	2	1	0	2	2	4	0	6	2	0	2	0	0	0	4	2	1	0	0	4	0	0	4	4	2	1	2	2
9491397	36	19	1	1	1	0	0	0	0	0	1	1	14	2	1	0	1	1	4	0	1	1	1	1	52	40	40000	4	1	1	0	2	4	2	2	1	1	2	1	2	2
1260518	57	13	1	1	1	0	0	0	0	0	1	3	11	2	1	0	2	1	2	1	1	1	1	1	52	55	58500	1	1	4	0	0	0	0	0	4	4	2	1	0	0
5150660	37	8	2	24	0	0	0	0	0	1	8	1	12	2	1	0	2	2	2	1	3	1	1	2	0	0	2300	3	2	1	0	1	3	1	1	1	1	2	1	2	1
7768875	30	19	1	1	1	0	0	0	0	0	1	5	9	1	1	0	1	1	4	0	1	1	1	1	40	60	8100	4	1	3	0	0	4	0	0	4	4	2	2	4	7
3948225	25	40	2	1	1	0	0	0	0	0	1	3	11	2	1	0	2	2	4	0	1	1	1	1	52	40	22800	4	1	1	0	1	4	0	1	4	1	2	1	4	1
7980032	51	18	1	1	0	0	1	0	0	0	3	1	11	2	1	0	2	2	2	2	1	1	1	1	40	30	17800	3	3	1	0	1	3	1	1	2	2	2	1	3	1
7359758	40	26	2	1	0	1	0	0	0	0	2	1	9	2	1	0	2	2	4	0	1	1	3	1	52	32	15000	3	3	1	0	1	3	1	1	1	1	2	1	3	1
1972442	63	13	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	2	2	1	1	6	1	50	20	95000	3	1	1	0	0	3	0	0	4	4	2	1	4	1
4231360	49	3	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	2	1	52	55	28000	2	1	1	0	0	2	0	0	4	4	2	1	3	1
3422341	46	18	2	1	0	1	0	0	0	0	2	1	11	2	1	0	2	1	4	0	6	2	0	2	0	0	5800	1	1	6	0	0	0	0	0	4	4	2	1	0	0
8412632	34	16	2	2	1	0	0	0	0	0	1	1	10	1	1	0	2	2	4	0	1	1	1	1	48	45	28000	12	3	1	0	6	12	3	6	3	3	2	2	4	2
8074929	50	19	2	1	0	0	0	1	0	0	6	1	4	1	4	1976	2	1	4	0	6	2	0	2	0	0	7400	2	3	1	0	0	2	0	0	4	4	2	4	1	4
502514	38	23	2	11	0	0	0	1	0	0	6	1	5	1	5	1988	2	2	4	0	1	1	1	1	48	40	20900	4	1	1	0	0	4	0	0	4	4	2	2	4	1
5259577	27	26	1	2	1	0	0	0	0	1	9	3	4	1	1	0	1	1	4	0	6	1	1	1	46	40	11600	10	1	2	0	2	9	0	2	4	3	2	2	4	5
1698869	38	18	1	2	0	0	0	0	0	1	8	5	9	2	1	0	2	2	4	0	6	1	1	2	0	0	14400	1	3	4	0	0	0	0	0	4	4	2	1	0	0
1229527	65	32	2	1	1	0	0	0	0	0	1	1	12	2	1	0	2	2	4	0	6	2	0	2	0	0	0	2	4	1	2	0	2	0	0	4	4	2	1	2	4
4298689	47	10	2	2	1	0	0	0	0	0	1	3	8	1	4	1964	2	1	4	0	1	1	2	1	52	35	42000	6	3	2	0	2	5	0	2	4	3	2	2	3	5
5433891	37	19	2	2	0	0	0	0	0	1	8	4	1	1	5	1984	1	1	4	0	6	2	0	2	0	0	630	4	3	3	0	3	4	3	3	2	2	2	2	1	8
6321269	36	6	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	1	1	51	30	15000	2	1	1	0	0	2	0	0	4	4	2	1	3	1
5847670	63	26	2	1	0	0	0	1	0	0	6	2	3	1	5	1988	2	2	4	0	1	1	1	1	46	40	18600	12	3	7	2	0	0	0	0	4	4	2	4	0	0
5958287	64	21	2	1	1	0	0	0	0	0	1	2	11	2	1	0	2	2	4	0	6	2	0	2	0	0	7200	3	3	2	0	0	3	0	0	4	4	2	1	3	5
8660378	43	34	2	1	0	1	0	0	0	0	2	5	13	2	1	0	2	2	4	0	1	1	3	1	48	40	60000	1	1	6	0	0	0	0	0	4	4	2	1	0	0
4553416	42	18	1	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	2	2	6	1	5	1	25	45	21060	2	3	1	0	0	2	0	0	4	4	2	1	3	3
616143	52	29	1	1	0	0	0	1	0	1	9	1	9	1	4	1968	2	2	4	0	6	2	0	2	0	0	0	4	1	1	0	2	4	2	2	2	2	2	4	2	3
6615404	28	27	2	1	1	0	0	0	0	0	1	5	10	2	1	0	2	2	4	0	1	1	1	1	30	30	26000	1	3	6	0	0	0	0	0	4	4	2	1	0	0
9931005	57	24	1	1	0	0	0	1	0	0	6	3	11	1	4	1978	2	1	4	0	6	2	0	2	0	0	7300	1	3	4	0	0	0	0	0	4	4	2	3	0	0
5791333	24	34	2	1	0	0	0	1	0	1	9	5	8	1	4	1980	2	2	4	0	1	1	1	1	52	40	20000	5	1	2	0	3	4	3	3	1	1	2	4	2	5
4252058	35	16	1	1	1	0	0	0	0	0	1	5	13	2	1	0	2	2	4	0	1	1	3	1	6	12	2000	2	3	2	0	0	2	0	0	4	4	2	1	3	5
8757997	46	16	1	2	1	0	0	0	0	0	1	1	5	2	1	0	1	1	4	0	6	2	0	2	0	0	5300	4	2	1	0	2	4	2	2	2	2	2	1	1	4
1923305	22	27	2	11	1	0	0	0	0	0	1	1	11	1	5	1984	1	1	4	0	3	1	1	2	0	0	0	3	3	1	0	1	3	1	1	2	2	2	2	2	3
9524030	29	21	2	1	0	1	0	0	0	0	2	5	9	1	5	1999	2	2	4	0	6	2	0	2	0	0	0	6	3	1	0	3	6	3	3	3	3	2	5	3	3
1437531	65	14	1	1	0	0	0	1	0	0	6	1	8	1	4	1992	2	2	4	0	6	2	0	2	0	0	8300	7	3	1	1	3	7	2	3	2	2	2	4	3	3
9104473	21	16	1	1	0	1	0	0	0	0	2	5	9	2	1	0	2	2	1	2	4	1	5	1	52	50	12000	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2246243	33	7	2	1	0	0	0	1	0	0	6	1	9	1	4	1991	2	2	4	0	1	1	1	1	52	40	16000	6	3	3	2	1	6	1	1	2	2	2	4	4	7
7116550	21	13	1	2	0	0	0	0	0	1	8	1	9	1	5	1998	2	2	4	0	6	1	1	1	12	40	2000	7	3	1	0	0	3	0	0	4	4	2	2	3	2
1076946	40	27	2	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	4	1	43	50	50100	8	1	1	0	6	8	6	6	3	3	2	3	3	1
2106612	51	21	1	2	0	0	0	0	0	1	8	3	1	1	5	1989	2	2	4	0	1	1	1	1	52	50	96200	5	1	2	0	3	5	2	3	2	3	2	2	2	5
4548749	51	29	2	1	1	0	0	0	0	0	1	3	13	2	1	0	2	2	4	0	6	1	3	1	26	30	20000	3	1	3	0	1	2	1	1	2	2	2	1	2	7
4143067	26	24	1	2	0	0	0	0	0	1	8	5	7	1	5	1988	1	1	4	0	1	1	1	1	26	30	16000	9	3	2	2	2	9	0	2	4	3	2	2	4	5
9154237	57	26	2	1	1	0	0	0	0	0	1	1	10	2	1	0	2	2	4	0	6	1	1	2	0	0	0	4	1	1	0	0	4	0	0	4	4	2	1	4	2
3872200	49	13	1	1	0	0	0	1	0	0	6	5	13	1	5	1993	2	2	4	0	1	1	1	1	48	40	19600	4	3	3	1	0	4	0	0	4	4	2	4	4	7
3193322	21	5	1	1	0	1	1	0	0	0	9	5	9	2	1	0	2	2	4	0	3	1	5	2	0	0	0	11	3	3	0	3	11	2	3	2	3	2	1	4	7
8311803	42	23	2	1	0	1	0	0	0	0	2	5	16	2	1	0	2	2	4	0	1	1	5	1	52	50	325000	3	3	3	2	0	3	0	0	4	4	2	1	3	7
4850649	40	5	1	1	1	0	0	0	0	0	1	5	8	2	1	0	2	2	4	0	3	1	1	2	0	0	700	2	3	2	0	1	2	1	1	2	2	2	1	1	5
1320053	38	26	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	1	1	52	40	70000	2	1	1	0	0	2	0	0	4	4	2	1	2	2
4426049	38	11	2	24	1	0	0	0	0	0	1	1	11	1	5	1981	2	2	4	0	1	1	1	1	36	40	9300	3	3	1	0	1	3	1	1	2	2	2	2	3	3
7375024	53	13	1	2	0	0	0	0	0	1	8	1	1	1	5	1973	1	1	4	0	6	1	1	1	24	50	7000	5	1	1	0	3	5	3	3	2	2	2	2	4	4
7749270	30	13	1	7	0	0	0	0	0	1	8	1	6	1	5	1988	2	2	4	0	1	1	1	1	48	40	19100	7	3	1	0	2	6	1	2	2	3	2	2	4	1
3701358	35	10	2	1	1	0	0	0	0	0	1	1	12	2	5	1998	2	2	4	0	6	1	6	2	0	0	0	2	3	1	0	0	2	0	0	4	4	2	1	1	4
1998514	29	18	2	2	0	0	0	0	0	1	8	5	2	1	5	1990	2	2	4	0	1	1	1	1	10	25	4000	6	3	3	0	3	6	2	3	2	2	2	2	2	7
4217440	39	13	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	1	1	52	40	18000	4	3	1	0	2	4	2	2	2	2	2	1	3	1
8769291	30	12	1	1	0	1	0	0	0	0	2	4	8	2	1	0	2	2	4	0	6	1	1	1	4	35	280	1	0	0	0	0	0	0	0	0	0	0	0	0	0
8811042	40	19	2	1	0	0	0	1	0	0	6	1	14	1	5	1998	2	2	4	0	1	1	1	1	40	40	50000	4	1	1	0	1	4	1	1	2	2	2	4	3	1
7097325	41	26	1	2	1	0	0	0	0	0	1	1	9	1	5	1985	1	1	4	0	1	1	6	1	43	8	27600	3	3	1	0	1	3	1	1	2	2	2	2	2	2
9400112	64	29	1	2	0	0	0	0	0	1	8	1	1	1	5	1975	1	1	4	0	6	1	1	2	0	0	15000	8	3	2	0	2	8	0	2	4	2	2	2	3	6
7643213	31	16	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	6	1	52	40	40300	3	1	1	0	1	3	1	1	1	1	2	1	3	1
8177013	30	13	2	2	0	0	0	0	0	1	8	1	7	1	5	1990	2	2	4	0	3	2	9	2	0	0	14300	6	3	1	0	4	6	4	4	3	3	2	2	2	1
8366228	51	21	2	2	0	0	0	0	0	1	8	1	11	2	1	0	2	2	4	0	1	1	1	1	52	40	42000	4	1	1	0	0	4	0	0	4	4	2	1	4	1
5126703	38	31	1	2	1	0	0	0	0	0	1	5	9	1	1	0	2	2	4	0	1	1	1	1	52	50	63700	7	2	3	0	0	6	0	0	4	4	2	2	4	8
1132020	45	16	2	1	1	0	0	0	0	0	1	1	14	2	1	0	2	2	4	0	1	1	2	1	52	40	45000	4	1	1	0	2	4	2	2	2	2	2	1	3	1
2884680	28	26	2	1	1	0	0	0	0	0	1	5	9	2	1	0	2	2	4	0	6	1	6	2	0	0	0	3	3	2	0	1	2	1	1	1	1	2	1	2	5
3253671	34	16	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	3	1	52	55	50000	7	1	1	0	5	7	5	5	3	3	2	1	2	2
6140181	44	16	2	1	0	0	0	1	0	0	6	1	1	1	5	1978	2	2	4	0	6	2	0	2	0	0	28000	4	2	1	0	1	4	1	1	2	2	2	4	1	4
2198893	52	15	1	1	1	0	0	0	0	0	1	1	13	1	3	1964	2	2	4	0	1	1	6	1	52	60	14100	3	1	1	0	1	3	1	1	2	2	2	4	3	1
5160155	33	21	2	24	0	0	0	0	0	1	8	5	8	2	1	0	1	1	4	0	1	1	1	1	50	70	32000	2	3	7	0	0	0	0	0	4	4	2	1	0	0
7165154	58	21	1	2	1	0	0	0	0	0	1	1	5	1	4	1962	2	2	4	0	1	1	1	1	52	40	19200	3	1	1	0	0	3	0	0	4	4	2	2	4	1
8309986	49	26	2	1	1	0	0	0	0	0	1	1	11	1	1	0	2	2	4	0	6	2	0	2	0	0	4000	2	2	1	1	0	2	0	0	4	4	2	2	1	4
8051792	33	26	1	1	1	0	0	0	0	0	1	5	12	2	1	0	2	2	4	0	1	1	6	1	48	12	13000	1	4	4	0	0	0	0	0	4	4	2	1	0	0
4743620	34	18	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	1	4	0	1	1	1	1	52	60	75000	3	3	1	0	1	3	1	1	1	1	2	1	2	1
8314251	63	11	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	6	1	3	1	30	40	62100	4	1	1	0	2	4	2	2	2	2	2	1	3	3
9622766	56	27	1	1	1	0	0	0	0	0	1	1	8	2	1	0	2	2	4	0	1	1	1	1	48	40	41000	3	1	1	1	0	3	0	0	4	4	2	1	3	2
155295	53	24	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	2	2	1	1	1	1	52	40	30000	5	3	1	0	2	5	2	2	2	2	2	1	4	1
1037830	53	21	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	1	1	50	40	50000	2	1	1	0	0	2	0	0	4	4	2	1	3	1
9639094	48	13	2	2	0	0	0	0	0	1	8	1	9	1	5	1980	2	2	4	0	6	2	0	2	0	0	600	5	1	1	0	2	5	2	2	2	2	2	2	3	2
8130771	37	16	2	2	0	0	1	0	0	1	9	1	2	1	5	1999	2	2	4	0	3	2	9	2	0	0	0	5	3	2	0	2	5	0	2	4	2	2	2	3	5
3096453	26	23	2	2	0	0	0	0	0	1	8	1	9	1	1	0	2	2	4	0	6	2	0	2	0	0	0	4	3	1	0	0	4	0	0	4	4	2	2	2	2
1555303	32	11	2	7	0	0	0	0	0	1	8	1	9	1	5	1988	1	1	4	0	2	1	1	1	50	40	16000	3	3	1	0	1	3	1	1	2	2	2	2	3	1
9708607	23	21	2	1	0	1	0	0	0	0	2	1	7	1	1	0	2	2	4	0	6	2	0	2	0	0	0	2	3	2	0	0	2	0	0	4	4	2	3	1	5
5064993	23	32	1	2	0	0	0	0	0	1	8	5	10	2	1	0	2	2	4	0	3	1	1	1	48	40	16000	9	2	1	0	0	9	0	0	4	4	2	1	4	1
7299804	42	3	1	1	1	0	0	0	0	0	1	5	1	2	1	0	1	1	4	0	1	1	2	1	52	16	10600	7	3	5	0	0	0	0	0	4	4	2	1	0	0
8038597	62	6	2	1	1	0	0	0	0	0	1	3	13	2	1	0	2	2	4	0	1	1	2	1	52	32	90000	1	1	6	0	0	0	0	0	4	4	2	1	0	0
194100	38	13	1	2	0	0	0	0	0	1	8	1	9	1	1	0	2	1	4	0	6	1	1	2	0	0	12000	4	1	1	0	2	4	2	2	1	1	2	2	2	3
7066844	36	26	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	6	1	5	2	0	0	0	4	1	1	0	2	4	2	2	1	1	2	1	2	2
801519	27	21	2	1	1	0	0	1	0	0	9	5	11	2	1	0	2	2	4	0	1	1	6	1	45	40	11700	4	3	3	1	1	3	1	1	2	2	2	4	1	8
3794550	46	29	1	2	1	0	0	0	0	0	1	1	7	1	5	1955	2	2	4	0	1	1	6	1	52	70	50000	4	3	1	0	0	4	0	0	4	4	2	2	4	2
6698885	36	13	1	1	1	0	0	0	0	0	1	1	11	1	4	1983	2	2	4	0	6	2	0	2	0	0	1600	6	3	3	1	1	5	0	1	4	1	2	3	3	7
4080493	30	21	2	2	1	0	0	0	0	0	1	1	9	1	5	1995	2	2	4	0	6	1	1	2	0	0	0	9	1	1	0	2	9	2	2	1	1	2	2	4	2
9373450	36	50	1	1	0	1	0	0	0	0	2	3	9	2	1	0	2	2	4	0	1	1	1	1	52	40	59200	4	1	3	0	1	3	1	1	1	1	2	1	3	7
866895	25	10	2	1	0	0	0	1	0	0	6	5	9	1	4	1988	2	1	4	0	6	1	1	1	10	30	1500	8	1	3	0	1	8	0	1	4	1	2	4	4	7
480453	23	11	2	2	1	0	0	0	0	0	1	1	9	1	5	1985	2	1	4	0	6	1	1	1	30	20	44000	6	3	1	0	2	6	1	2	1	1	2	2	4	1
6449547	37	21	1	1	1	0	0	0	0	0	1	1	12	2	5	1969	2	2	4	0	1	1	6	1	52	40	252000	6	1	1	0	4	6	4	4	3	3	2	1	3	1
3689598	52	10	1	1	0	1	0	0	0	0	2	3	9	2	1	0	1	1	2	2	6	2	0	2	0	0	67000	2	1	2	1	0	2	0	0	4	4	2	1	1	6
1386533	23	16	1	2	1	0	0	0	0	0	1	5	11	1	5	1993	2	2	4	0	1	1	1	1	48	40	24000	11	1	1	0	4	9	3	4	3	3	2	2	4	1
8712321	48	6	2	4	1	0	0	0	0	0	1	1	9	2	1	0	1	1	4	0	2	1	5	1	52	30	40000	2	3	1	0	0	2	0	0	4	4	2	1	3	1
1932249	21	8	1	1	0	0	0	1	0	0	6	5	12	2	1	0	2	2	4	0	1	1	1	1	45	30	6000	3	3	3	1	0	3	0	0	4	4	2	4	3	8
2981994	60	14	2	1	0	0	0	1	0	0	6	1	10	1	1	0	2	2	4	0	1	1	8	2	0	0	0	2	3	1	0	0	2	0	0	4	4	2	4	1	1
5872039	38	16	2	1	0	0	0	1	0	0	6	3	9	1	5	1979	1	1	4	0	1	1	1	1	7	40	1800	1	1	6	0	0	0	0	0	4	4	2	3	0	0
4062838	51	8	1	1	0	0	0	1	0	0	6	1	9	1	5	1968	1	1	4	0	1	1	1	1	52	40	27400	4	1	1	0	2	4	2	2	2	2	2	4	2	1
935636	43	24	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	6	1	1	2	0	0	31500	4	1	1	0	2	4	2	2	1	1	2	1	2	4
6216203	37	18	2	2	0	0	0	0	0	1	8	1	8	1	5	1979	2	2	4	0	6	2	0	2	0	0	0	10	1	1	0	6	10	4	6	2	3	2	2	4	2
5376081	39	18	1	1	0	0	0	1	0	0	6	1	13	1	4	1971	2	2	4	0	1	1	1	1	52	65	10000	4	1	1	0	2	4	2	2	3	3	2	4	2	2
7492126	36	35	2	24	0	0	0	0	0	1	8	3	9	1	4	1979	1	1	4	0	6	1	1	1	42	15	4550	3	3	3	0	2	3	2	2	2	2	2	2	2	8
8044975	21	27	1	11	0	0	0	0	0	1	8	5	9	1	5	1988	2	2	4	0	1	1	1	1	52	40	10000	7	1	1	0	2	7	2	2	2	2	2	2	4	1
9790338	50	7	2	1	1	0	0	0	0	0	1	1	12	2	1	0	2	2	4	0	1	1	1	1	52	40	31800	6	1	1	0	0	5	0	0	4	4	2	1	4	1
6844905	33	19	1	1	1	0	0	0	0	0	1	1	10	2	1	0	2	2	4	0	1	1	6	1	52	20	40000	3	2	1	0	1	3	1	1	1	1	2	1	2	1
4339111	23	13	2	1	0	0	0	1	0	0	6	5	13	1	4	1988	2	2	4	0	1	1	1	1	52	45	48000	2	3	5	0	0	0	0	0	4	4	2	4	0	0
5763150	47	34	2	1	1	0	0	0	0	0	1	4	11	2	1	0	2	2	4	0	1	1	1	1	52	40	22000	1	3	6	0	0	0	0	0	4	4	2	1	0	0
8438876	43	16	1	1	1	0	0	0	0	0	1	1	11	2	1	0	1	1	4	0	6	1	3	2	0	0	0	2	3	1	0	0	2	0	0	4	4	2	1	2	3
4014754	35	18	1	2	0	0	0	0	0	1	8	5	3	1	5	1990	2	2	4	0	1	1	1	1	52	40	19000	2	3	7	0	0	0	0	0	4	4	2	2	0	0
2267634	41	8	2	1	1	0	0	0	0	0	1	1	12	2	1	0	2	2	4	0	1	1	4	1	52	40	43900	5	3	1	0	3	5	3	3	3	3	2	1	2	1
