serialnop	age	pweight	sex	hispan	white	black	aian	asian	nhpi	other	race1	marstat	educ	speak	citizen	yr2us	abwork	disable	military	milyrs	esr	lastwrk	clwkr	worklyr	weeks	hours	inctot	persons	tenure	hht	p65	p18	npf	noc	nrc	paoc	parc	fnf	hhl	wif	empstat
9337546	65	11	1	1	1	0	0	0	0	0	1	1	12	2	1	0	2	1	3	0	1	1	3	1	52	40	30700	2	1	1	1	0	2	0	0	4	4	2	1	2	2
2377958	33	53	2	2	1	0	0	0	0	0	1	3	1	1	5	1986	2	1	4	0	6	2	0	2	0	0	0	7	3	2	0	4	6	4	4	2	2	2	2	3	6
3909889	33	24	1	24	0	0	0	0	0	1	8	5	3	1	5	1981	2	2	4	0	6	1	1	2	0	0	0	12	3	2	0	4	7	2	2	3	3	2	2	3	6
5885257	44	21	2	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	1	1	36	20	40000	3	1	1	0	1	3	1	1	2	2	2	1	3	1
7832474	27	22	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	3	1	1	1	6	2	3250	3	1	1	0	1	3	1	1	1	1	2	1	3	1
8554885	44	21	2	1	1	0	0	0	0	0	1	4	13	2	1	0	2	2	4	0	1	1	2	1	52	40	36000	2	2	3	0	1	2	1	1	2	2	2	1	2	7
3697194	47	22	1	2	0	0	0	0	0	1	8	1	3	1	4	1972	2	2	4	0	1	1	1	1	40	50	20000	8	1	1	0	3	8	3	3	2	2	2	2	4	1
4534940	54	19	1	1	1	0	0	0	0	0	1	3	13	2	1	0	2	2	4	0	1	1	1	1	48	20	10000	1	3	4	0	0	0	0	0	4	4	2	1	0	0
784207	36	16	2	1	1	0	0	0	0	0	1	1	13	1	3	1989	2	2	4	0	6	1	1	1	52	32	70800	2	1	1	0	0	2	0	0	4	4	2	3	3	2
5096568	57	19	1	2	1	0	0	0	0	0	1	1	9	1	4	1967	2	2	4	0	6	1	1	1	36	40	26000	3	1	1	0	0	3	0	0	4	4	2	2	4	3
9856411	40	14	1	24	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	1	1	52	50	60000	3	1	1	0	1	3	1	1	1	1	2	1	3	1
4236334	22	16	1	1	1	0	0	0	0	0	1	5	10	2	1	0	2	2	4	0	1	1	1	1	52	25	11700	5	1	3	0	2	5	2	2	3	3	2	2	4	7
2366591	27	16	2	1	1	0	0	0	0	0	1	1	6	2	1	0	2	2	4	0	6	1	1	2	0	0	2000	4	2	1	0	1	3	1	1	1	1	2	1	2	2
3459118	34	21	2	1	1	0	0	0	0	0	1	5	9	2	1	0	2	2	4	0	2	1	2	1	9	30	5710	2	3	3	0	1	2	1	1	2	2	2	1	2	7
2145037	26	21	2	1	1	0	0	0	0	0	1	5	11	2	1	0	2	1	4	0	6	1	6	2	0	0	6600	1	3	6	0	0	0	0	0	4	4	2	1	0	0
5235202	41	19	1	1	0	0	0	1	0	0	6	1	11	1	4	1979	2	2	4	0	6	1	1	1	50	40	18000	3	3	1	0	1	3	1	1	1	1	2	4	3	3
9071293	50	13	1	1	0	0	0	1	0	0	6	1	1	1	5	1992	2	2	4	0	6	2	0	2	0	0	690	11	3	1	0	6	11	4	6	3	3	2	4	3	4
1425717	49	22	1	1	1	0	0	0	0	0	1	1	16	2	1	0	2	2	4	0	1	1	1	1	52	60	462000	3	1	1	0	1	3	1	1	2	2	2	1	3	1
6326377	44	24	1	24	0	0	0	0	0	1	8	3	13	1	4	1969	2	1	4	0	6	1	1	2	0	0	11300	1	3	4	0	0	0	0	0	4	4	2	2	0	0
2834316	31	24	1	1	1	0	0	0	0	0	1	5	12	2	5	1979	2	2	4	0	1	1	6	1	48	40	45600	3	3	3	0	1	2	0	1	4	2	2	1	2	7
5438676	42	26	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	6	1	18	12	5400	4	1	1	0	2	4	2	2	3	3	2	1	3	1
5081265	31	11	1	2	1	0	0	0	0	0	1	1	9	1	5	1989	2	2	4	0	6	1	1	1	47	40	24000	5	1	1	0	2	5	2	2	1	1	2	2	4	4
6526884	21	23	1	1	1	0	0	0	0	0	1	5	11	2	1	0	2	2	4	0	1	1	1	1	52	20	6900	3	2	1	0	0	3	0	0	4	4	2	1	4	1
9482460	34	8	1	1	0	1	0	0	0	0	2	3	12	2	1	0	2	2	4	0	1	1	1	1	52	40	12500	11	3	1	0	6	11	2	6	1	3	2	1	4	1
3721929	35	11	2	2	1	0	0	0	0	0	1	3	5	1	5	1985	2	2	4	0	1	1	1	1	48	40	11000	7	3	3	0	3	3	1	1	2	2	2	2	3	7
465612	30	16	2	1	1	0	0	0	0	0	1	5	11	2	1	0	1	1	4	0	1	1	7	1	52	50	170900	5	2	7	0	0	0	0	0	4	4	2	3	0	0
6193874	32	13	1	1	1	0	0	0	0	0	1	1	10	2	1	0	2	2	2	1	1	1	3	1	52	55	70080	4	1	1	0	2	4	2	2	3	3	2	1	3	1
4771691	53	19	2	1	1	0	0	0	0	0	1	3	9	2	1	0	2	2	4	0	1	1	1	1	52	30	12000	2	1	7	0	0	0	0	0	4	4	2	1	0	0
5021935	31	16	1	2	0	0	0	0	0	1	8	1	3	1	5	1986	2	2	4	0	1	1	1	1	52	48	25000	5	3	1	0	3	5	3	3	3	3	2	2	2	2
6143373	24	13	2	2	0	0	0	0	0	1	8	5	8	1	5	1990	2	2	4	0	1	1	1	1	40	30	16000	5	1	1	0	1	5	1	1	1	1	2	2	4	1
2617356	23	35	1	2	0	0	0	0	0	1	8	5	3	1	5	1996	2	2	4	0	1	1	1	1	52	8	10000	9	3	2	0	1	4	1	1	1	1	2	2	3	5
2447827	54	21	2	1	1	1	1	0	0	0	9	1	12	2	1	0	2	2	4	0	2	1	1	1	52	40	52000	3	1	1	0	0	3	0	0	4	4	2	1	4	1
699389	24	6	1	1	0	0	0	1	0	0	6	5	13	1	5	2000	2	2	4	0	1	1	1	1	52	40	5200	5	3	5	0	0	0	0	0	4	4	2	4	0	0
2778643	45	21	1	2	1	0	0	0	0	0	1	3	9	2	5	1984	2	2	4	0	1	1	1	1	52	40	50000	8	3	3	0	4	7	1	4	2	3	2	2	3	7
1087508	23	10	2	2	1	0	0	0	0	1	9	1	3	1	5	1994	2	2	4	0	1	1	1	2	0	0	0	7	1	2	0	1	7	0	1	4	1	2	2	4	5
4730445	29	37	2	4	1	0	0	0	0	0	1	5	11	1	5	1998	2	2	4	0	1	1	2	1	52	40	24000	2	1	7	0	0	0	0	0	4	4	2	2	0	0
9123167	36	15	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	6	2	0	2	0	0	0	3	1	1	0	1	3	1	1	1	1	2	1	2	2
292030	28	16	2	2	0	0	0	0	0	1	8	1	13	2	1	0	2	2	4	0	1	1	1	1	52	40	63000	3	1	1	0	1	3	1	1	1	1	2	1	3	1
3903506	33	23	1	1	0	0	0	1	0	0	6	1	16	1	5	1991	2	2	4	0	1	1	1	1	52	50	100300	3	3	1	0	1	3	1	1	1	1	2	4	3	2
4481684	27	22	1	2	0	0	0	0	0	1	8	5	7	1	5	1975	1	1	4	0	1	1	1	1	52	40	19000	6	3	1	0	1	6	0	1	4	1	2	2	4	1
662823	44	16	2	1	1	0	0	0	0	0	1	3	11	2	1	0	2	2	4	0	1	1	1	1	52	45	50200	3	3	3	0	0	3	0	0	4	4	2	1	4	7
3724811	31	24	1	2	0	0	0	0	0	1	8	5	9	1	1	0	2	2	4	0	1	1	1	1	52	40	36400	5	3	1	0	2	5	2	2	1	1	2	2	4	1
3445383	38	16	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	1	1	48	40	50000	3	3	1	0	1	3	1	1	1	1	2	1	3	1
918668	43	24	1	1	1	0	0	0	0	0	1	1	10	2	1	0	2	2	4	0	1	1	1	1	52	40	25000	3	1	1	0	1	3	1	1	1	1	2	1	3	1
7690998	48	6	2	1	1	0	0	0	0	0	1	1	13	1	3	1959	2	2	4	0	1	1	2	1	30	40	19000	3	1	1	0	0	3	0	0	4	4	2	2	4	1
7078089	35	29	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	1	1	52	40	19000	4	3	1	0	2	4	2	2	2	2	2	1	3	1
2063110	46	15	1	1	1	0	0	0	0	1	9	1	11	2	1	0	2	2	4	0	1	1	7	1	52	50	50000	4	1	1	0	2	4	2	2	2	2	2	1	3	1
6864535	22	34	1	7	0	0	0	0	0	1	8	1	8	1	5	1978	2	2	4	0	1	1	1	2	0	0	0	16	1	1	0	7	7	5	5	3	3	2	2	3	1
7042002	28	37	1	1	0	0	0	1	0	0	6	1	9	1	4	1979	1	1	4	0	1	1	1	1	50	50	34000	5	3	1	0	3	5	3	3	3	3	2	4	3	1
3773133	49	16	1	2	0	0	0	0	0	1	8	1	1	1	5	1978	1	1	2	2	6	2	0	2	0	0	0	4	3	2	0	1	3	0	1	4	1	2	2	2	5
5871895	39	23	1	1	0	0	0	1	0	0	6	1	13	1	4	1981	2	2	4	0	1	1	1	1	52	44	207000	6	1	1	0	3	5	3	3	3	3	2	4	3	2
4213498	29	21	1	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	1	1	42	40	42000	3	3	1	0	1	3	1	1	2	2	2	1	3	1
5030129	45	16	1	1	1	0	0	0	0	0	1	1	15	2	1	0	2	2	4	0	1	1	7	1	52	60	130000	5	1	1	0	3	5	3	3	3	3	2	1	2	2
9528677	36	21	2	1	0	0	0	1	0	0	6	5	9	1	4	1981	2	1	4	0	6	1	1	2	0	0	0	7	1	1	0	2	7	2	2	3	3	2	4	4	1
932162	52	24	2	1	1	0	0	0	0	0	1	1	12	2	1	0	2	2	4	0	1	1	5	1	52	40	24000	2	1	1	1	0	2	0	0	4	4	2	1	3	3
2054810	65	42	1	1	0	0	0	1	0	0	6	1	8	1	1	0	2	2	2	2	6	2	0	2	0	0	24000	3	3	2	1	0	3	0	0	4	4	2	4	2	5
1765003	22	29	1	1	0	1	0	0	0	0	2	5	8	2	1	0	2	2	4	0	1	1	1	1	40	40	5700	5	3	1	0	2	5	2	2	1	1	2	1	4	1
3847329	25	30	2	1	1	0	0	0	0	0	1	1	6	1	1	0	1	1	4	0	6	2	0	2	0	0	6300	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5607441	34	24	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	1	1	52	42	32000	5	1	1	0	3	5	3	3	3	3	2	1	3	1
1292980	36	18	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	1	1	34	49	57100	2	3	1	0	0	2	0	0	4	4	2	1	3	1
8707492	58	16	2	1	0	0	0	1	0	0	6	1	11	1	4	1985	2	2	4	0	1	1	1	1	30	15	6000	2	3	3	0	0	2	0	0	4	4	2	4	3	7
352079	49	34	2	1	0	1	1	0	0	0	9	2	13	2	1	0	2	2	4	0	1	1	2	1	52	40	28000	1	3	6	0	0	0	0	0	4	4	2	1	0	0
5075936	43	21	2	1	1	0	0	0	0	0	1	1	12	2	1	0	2	2	4	0	1	1	1	1	52	65	130000	3	1	1	0	1	3	1	1	2	2	2	2	3	1
4900134	55	29	1	2	1	0	0	0	0	0	1	5	9	2	5	1945	1	1	4	0	3	1	1	1	52	40	14260	3	3	2	1	1	3	0	1	4	2	2	2	2	5
2303873	44	24	2	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	1	1	52	45	53190	2	1	1	0	0	2	0	0	4	4	2	1	3	1
3904547	41	12	2	1	1	0	0	1	0	0	9	3	13	2	1	0	2	2	4	0	1	1	5	1	52	40	34450	1	3	6	0	0	0	0	0	4	4	2	1	0	0
9730814	35	19	1	1	0	1	0	0	0	0	2	5	9	2	1	0	2	2	4	0	6	2	0	2	0	0	3500	4	1	3	0	0	4	0	0	4	4	2	1	2	8
735980	34	18	1	2	1	0	0	0	0	0	1	3	8	2	1	0	2	2	4	0	6	1	1	1	52	40	20000	2	3	5	0	0	0	0	0	4	4	2	1	0	0
9985954	31	13	2	8	1	0	0	0	0	0	1	1	8	1	5	1989	1	1	4	0	6	2	0	2	0	0	0	8	3	1	0	6	7	5	5	3	3	2	2	2	2
1348227	54	22	2	1	1	0	0	0	0	0	1	3	14	2	1	0	2	2	4	0	1	1	1	1	52	50	28000	2	3	7	0	0	0	0	0	4	4	2	1	0	0
1476751	51	13	2	1	0	0	0	1	0	0	6	1	9	1	5	1980	2	2	4	0	6	2	0	2	0	0	0	5	1	1	0	1	5	0	1	4	1	2	4	3	2
5255070	35	19	1	1	1	0	0	0	0	0	1	5	11	2	1	0	2	2	4	0	1	1	1	1	50	40	20000	2	3	2	0	0	2	0	0	4	4	2	1	3	5
368520	49	35	1	1	0	0	0	1	0	0	6	1	11	1	4	1972	1	1	2	2	1	1	1	1	46	40	36000	3	1	1	0	1	3	1	1	2	2	2	4	3	1
406200	22	35	2	2	0	0	0	0	0	1	8	1	3	1	5	1999	2	2	4	0	1	1	1	1	48	40	6700	8	1	1	0	2	6	2	2	2	2	2	2	4	1
6010844	50	13	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	1	1	52	50	353000	3	1	1	0	1	3	1	1	2	2	2	1	3	2
7262802	65	29	2	24	1	0	0	0	0	1	9	3	10	1	1	0	2	1	4	0	6	1	3	2	0	0	7200	1	3	6	1	0	0	0	0	4	4	2	2	0	0
5385530	46	24	2	1	0	1	0	0	0	0	2	2	9	2	1	0	2	2	4	0	1	1	3	1	52	40	10500	2	3	3	0	0	2	0	0	4	4	2	1	3	7
9088318	27	24	1	2	1	0	0	0	0	0	1	1	4	1	5	1999	1	1	4	0	6	1	1	1	12	40	7700	4	3	5	0	0	0	0	0	4	4	2	2	0	0
132647	51	21	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	6	2	0	2	0	0	0	2	1	1	0	0	2	0	0	4	4	2	1	2	2
4444075	40	29	1	1	1	0	0	0	0	0	1	5	14	2	1	0	2	2	4	0	1	1	1	1	52	45	88000	1	3	4	0	0	0	0	0	4	4	2	1	0	0
217543	23	19	1	2	0	0	0	0	0	1	8	5	9	1	1	0	2	2	2	2	3	1	5	1	24	40	10800	4	3	1	0	0	4	0	0	4	4	2	2	4	2
7576546	49	39	2	1	0	1	0	0	0	0	2	5	14	2	1	0	2	2	4	0	1	1	3	1	52	40	36100	2	4	3	0	1	2	1	1	2	2	2	1	2	7
735340	36	16	2	1	1	0	0	0	0	0	1	5	12	2	1	0	2	2	4	0	1	1	6	1	52	50	25000	1	3	6	0	0	0	0	0	4	4	2	1	0	0
1136074	47	26	1	24	0	0	0	0	0	1	8	1	10	1	5	1974	2	2	4	0	1	1	7	1	48	40	28000	5	1	1	1	2	5	2	2	2	2	2	2	3	1
5240308	29	26	1	1	1	0	0	0	0	0	1	1	9	1	1	0	2	2	4	0	1	1	1	1	52	40	24000	3	1	1	0	1	3	1	1	1	1	2	2	3	1
8550305	40	21	2	1	0	1	0	0	0	0	2	4	11	2	1	0	2	2	4	0	6	2	0	2	0	0	8640	3	3	3	0	1	3	1	1	2	2	2	1	2	8
9948411	53	19	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	6	1	52	40	58200	3	1	1	0	1	3	1	1	2	2	2	1	3	1
2466434	44	21	2	1	1	0	0	0	0	0	1	1	8	2	1	0	1	1	4	0	6	2	0	2	0	0	5900	2	1	1	0	0	2	0	0	4	4	2	1	2	2
7479290	51	13	1	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	2	1	1	1	5	1	52	40	43000	4	1	1	0	2	4	2	2	2	2	2	1	3	1
6367515	43	24	2	1	1	0	0	0	0	0	1	1	10	2	1	0	2	2	4	0	1	1	1	1	52	40	44000	2	1	1	0	0	2	0	0	4	4	2	1	3	1
5195826	28	37	2	1	1	0	0	0	0	0	1	1	9	2	1	0	1	1	4	0	1	1	1	2	0	0	62000	8	2	3	1	2	8	0	2	4	3	2	2	4	7
2340203	48	5	1	1	1	0	0	0	0	0	1	5	13	2	1	0	2	2	4	0	1	1	6	1	52	32	-3500	3	2	1	2	0	3	0	0	4	4	2	1	2	4
2644240	28	19	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	6	1	52	40	28000	2	1	1	0	0	2	0	0	4	4	2	3	3	1
6709213	46	29	1	1	1	0	0	0	0	0	1	4	7	2	1	0	2	2	2	2	1	1	1	1	52	40	24000	6	3	2	0	1	4	0	1	4	2	2	1	3	5
8952229	59	21	2	1	0	1	0	0	0	0	2	3	8	2	4	1966	2	1	3	0	6	2	0	2	0	0	0	2	4	7	0	0	0	0	0	4	4	2	1	0	0
3368122	31	34	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	3	1	52	40	43000	2	1	1	0	0	2	0	0	4	4	2	2	3	1
6559256	58	29	2	1	1	0	0	0	0	0	1	2	12	2	4	1969	2	2	4	0	6	1	7	1	18	25	51900	1	2	6	0	0	0	0	0	4	4	2	1	0	0
6124828	48	11	2	1	1	0	0	0	0	0	1	3	10	2	1	0	2	2	4	0	1	1	4	1	52	40	40000	2	1	3	0	0	2	0	0	4	4	2	1	3	7
6324169	23	35	1	2	0	0	0	0	0	1	8	5	8	1	5	1997	2	2	4	0	1	1	1	1	52	50	6100	19	1	1	0	9	10	4	5	3	3	2	2	3	1
2499487	54	37	2	2	1	0	0	0	0	0	1	1	1	1	5	1999	2	2	4	0	6	2	0	2	0	0	0	3	3	1	0	0	3	0	0	4	4	2	2	3	2
9204089	51	18	2	2	1	0	0	0	0	0	1	1	2	1	5	1967	2	1	4	0	3	1	1	1	52	40	12200	5	1	1	0	1	5	1	1	2	2	2	2	4	1
7590636	35	21	2	1	1	0	0	0	0	0	1	5	10	1	1	0	2	2	4	0	1	1	1	1	52	40	14500	4	1	2	1	0	4	0	0	4	4	1	2	4	6
528162	38	13	2	16	1	0	0	0	0	0	1	1	13	1	1	0	2	2	4	0	1	1	2	1	48	30	37000	3	1	1	0	1	3	1	1	2	2	2	2	3	1
2578061	34	16	1	1	1	0	0	0	0	0	1	1	10	2	4	1966	2	2	4	0	1	1	6	1	52	60	18500	4	1	1	0	2	4	2	2	3	3	2	1	3	2
6100315	29	58	1	2	1	0	0	0	0	0	1	1	8	1	5	1999	1	1	4	0	6	1	1	1	40	56	21000	8	3	1	0	3	7	3	3	3	3	2	2	4	3
881665	42	29	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	6	1	1	1	30	20	8700	5	1	1	0	3	5	3	3	3	3	2	1	3	2
5042648	25	18	2	1	0	1	0	0	0	0	2	5	11	2	1	0	2	2	4	0	6	1	1	1	24	40	7200	6	1	3	0	3	6	3	3	1	1	2	1	4	8
2503273	41	10	2	2	0	0	0	0	0	1	8	5	9	1	5	1981	2	1	4	0	3	1	1	1	36	40	14090	3	3	2	0	0	2	0	0	4	4	2	2	2	5
1190546	57	23	2	1	0	1	0	0	0	0	2	2	11	2	1	0	1	1	4	0	6	2	0	2	0	0	8300	4	4	3	0	1	3	0	1	4	1	2	1	2	8
4325786	25	18	2	2	1	0	0	0	0	0	1	1	8	1	4	1986	2	2	4	0	1	1	1	1	52	40	28000	5	3	1	0	2	4	1	2	2	3	2	2	3	1
2434967	56	32	1	1	1	0	0	0	0	0	1	1	16	2	1	0	2	2	4	0	1	1	4	1	52	70	110000	2	1	1	0	0	2	0	0	4	4	2	1	3	1
6308325	46	13	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	6	2	0	2	0	0	4	4	2	1	0	1	4	0	1	4	1	2	1	3	2
1119268	54	16	1	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	1	1	52	60	30000	3	1	1	0	0	3	0	0	4	4	2	1	2	2
705281	32	13	2	1	1	0	0	0	0	0	1	1	12	2	1	0	1	1	4	0	1	1	3	1	52	35	24800	3	1	1	0	1	3	1	1	1	1	2	1	3	1
3702115	35	18	2	2	0	0	0	0	0	1	8	5	4	1	5	1983	2	1	4	0	6	1	1	2	0	0	0	8	3	3	0	4	7	3	4	2	2	2	2	3	8
9483747	37	18	1	1	1	0	0	0	0	0	1	1	15	2	1	0	2	2	2	2	1	1	6	1	52	80	80000	4	3	1	0	2	4	2	2	3	3	2	1	2	2
720823	60	16	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	2	2	1	1	6	1	52	50	80000	3	1	1	0	1	3	1	1	2	2	2	1	4	1
6912385	54	19	2	2	1	0	0	0	0	0	1	1	11	1	5	1975	2	2	4	0	1	1	2	1	40	40	15000	4	3	1	0	0	4	0	0	4	4	2	2	4	1
938246	46	13	2	1	0	1	0	0	0	0	2	1	10	2	1	0	2	2	4	0	1	1	7	1	32	40	16500	3	1	1	0	1	3	1	1	2	2	2	5	3	1
4114820	31	14	2	1	1	0	0	0	0	0	1	1	10	2	1	0	2	2	4	0	3	1	1	1	1	8	5040	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2200517	44	19	2	1	0	1	0	0	0	0	2	1	12	1	1	0	2	2	4	0	1	1	6	1	50	40	27000	3	1	1	1	0	2	0	0	4	4	2	2	3	1
8562280	31	24	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	1	1	52	40	31000	2	3	1	0	0	2	0	0	4	4	2	1	3	1
8241171	42	24	2	2	0	0	0	0	0	1	8	1	8	1	4	1974	1	1	4	0	1	1	1	1	20	32	2700	3	1	1	0	0	3	0	0	4	4	2	2	4	1
3564270	40	18	1	2	0	0	0	0	0	1	8	1	10	1	1	0	2	2	2	2	1	1	1	1	45	48	45000	5	1	3	0	2	5	0	2	4	2	2	2	3	7
790814	61	16	2	1	1	0	0	0	0	0	1	1	15	2	1	0	2	2	4	0	6	2	0	2	0	0	0	2	2	1	1	0	2	0	0	4	4	2	1	2	2
2560556	59	15	2	24	1	0	0	0	0	0	1	1	1	2	1	0	2	2	4	0	1	1	4	1	12	40	55000	3	1	1	1	0	3	0	0	4	4	2	3	4	1
4825939	49	10	2	1	0	1	1	0	0	0	9	1	15	2	1	0	2	2	4	0	2	1	1	1	25	40	23400	2	1	1	0	0	2	0	0	4	4	2	1	3	1
165758	46	13	2	24	1	0	0	0	0	0	1	1	1	1	5	1988	2	2	4	0	6	1	7	1	52	36	26700	4	2	1	1	1	4	1	1	2	2	2	2	4	2
144211	22	16	1	1	1	0	0	0	0	0	1	5	10	2	1	0	2	2	4	0	1	1	1	1	45	35	7600	3	3	2	0	0	2	0	0	4	4	2	1	3	5
1611515	39	27	1	1	1	0	0	0	0	0	1	3	12	2	1	0	1	1	4	0	1	1	1	1	52	40	53000	2	1	5	0	0	0	0	0	4	4	2	1	0	0
9149872	50	19	1	2	1	0	0	0	0	0	1	3	4	1	5	1972	2	2	4	0	3	1	1	1	36	18	15000	5	1	3	0	0	5	0	0	4	4	2	2	4	7
1662989	24	26	2	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	3	1	48	40	26400	2	3	1	0	0	2	0	0	4	4	2	1	3	1
7050580	38	26	1	1	1	0	0	0	0	0	1	3	16	1	5	1987	2	2	4	0	1	1	1	1	52	40	90000	1	3	4	0	0	0	0	0	4	4	2	5	0	0
6557098	34	27	2	2	1	0	0	0	0	0	1	1	8	1	1	0	1	1	4	0	6	1	1	1	20	40	12740	4	1	1	0	2	4	2	2	3	3	2	2	3	2
8045479	60	14	2	1	1	0	0	0	0	0	1	1	10	2	1	0	2	1	4	0	1	1	6	1	52	10	4	3	2	1	0	0	3	0	0	4	4	2	1	4	1
1127800	42	21	1	1	1	0	0	0	0	0	1	2	15	2	1	0	1	1	4	0	6	1	1	1	52	55	19000	3	2	1	2	0	3	0	0	4	4	2	1	3	2
4950464	51	8	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	1	1	48	40	1e+05	4	1	1	0	1	4	1	1	2	2	2	1	3	2
3066767	21	16	1	22	1	0	0	0	0	1	9	5	11	1	5	1986	2	2	4	0	6	1	1	1	15	10	900	6	3	1	0	1	6	1	1	2	2	2	2	4	2
6376840	31	15	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	6	2	0	0	0	5	1	1	0	3	5	3	3	2	2	2	1	2	3
8839175	22	16	1	2	0	0	0	0	0	1	8	5	11	1	5	1998	2	2	4	0	1	1	1	1	52	40	12500	5	3	3	0	3	5	2	3	2	3	2	2	3	7
451291	31	42	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	4	1	52	40	50000	5	1	1	0	3	5	3	3	3	3	2	1	3	1
7897124	62	32	1	1	1	0	0	0	0	0	1	5	9	2	1	0	1	1	4	0	6	1	8	1	48	25	1500	3	3	3	1	0	3	0	0	4	4	2	1	3	8
4912540	53	5	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	6	1	52	50	251000	2	1	1	0	0	2	0	0	4	4	2	1	3	1
2186800	37	24	2	1	1	0	0	0	0	0	1	1	14	2	1	0	2	2	4	0	1	1	8	1	52	60	95000	2	1	1	0	0	2	0	0	4	4	2	3	3	1
2095141	60	19	1	1	0	0	0	1	0	0	6	1	14	2	4	1958	2	2	3	0	6	1	4	2	0	0	111500	3	1	1	0	0	3	0	0	4	4	2	1	3	4
6104235	42	6	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	3	1	45	27	12000	4	3	1	0	1	4	1	1	2	2	2	1	3	3
8684475	34	16	2	24	0	0	0	0	0	1	8	1	9	1	1	0	2	2	4	0	6	2	0	2	0	0	0	5	1	1	0	0	5	0	0	4	4	2	2	1	2
9798953	33	16	1	2	0	0	0	0	0	1	8	1	10	1	4	1978	1	1	4	0	1	1	1	1	52	50	28000	5	1	1	1	0	5	0	0	4	4	2	2	3	1
2180381	58	16	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	3	1	1	1	40	38	17000	2	3	1	0	0	2	0	0	4	4	2	1	3	1
7513513	65	13	2	1	1	0	0	0	0	0	1	1	12	2	1	0	2	2	4	0	6	1	5	2	0	0	18500	4	2	1	2	0	4	0	0	4	4	2	4	2	4
1049822	33	16	1	2	0	0	0	0	0	1	8	1	5	1	5	1992	2	2	4	0	1	1	1	1	52	40	6000	11	3	3	0	2	5	0	1	4	2	2	2	4	8
8670584	55	27	2	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	6	1	2	1	50	24	15000	3	1	1	0	1	3	1	1	2	2	2	1	4	2
5027956	39	21	1	1	0	0	0	1	0	0	6	1	13	1	4	1988	2	2	4	0	1	1	3	1	52	40	85000	5	1	1	2	1	5	1	1	2	2	2	3	3	1
2356544	33	61	1	1	0	1	0	0	0	0	2	1	8	2	1	0	2	2	4	0	6	1	1	2	0	0	18800	9	3	1	0	6	8	4	6	2	2	2	1	1	4
3206078	31	21	1	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	1	1	49	52	47000	3	3	1	0	1	3	1	1	1	1	2	1	3	1
9206841	35	13	2	4	1	0	0	0	0	0	1	5	12	1	1	0	2	2	4	0	1	1	1	1	52	45	52000	3	1	7	0	1	0	0	0	4	4	2	2	0	0
5890825	57	19	2	2	1	0	0	0	0	0	1	5	9	1	1	0	2	2	4	0	6	2	0	2	0	0	0	2	2	3	0	0	2	0	0	4	4	2	2	1	8
2553551	36	5	1	1	1	0	0	0	0	0	1	3	11	2	1	0	2	2	4	0	1	1	8	1	52	37	9600	7	2	3	1	3	5	3	3	2	2	2	1	1	8
6819807	23	37	1	24	1	0	0	0	0	0	1	5	13	2	1	0	1	1	4	0	1	1	1	1	36	25	17810	4	1	1	0	1	4	1	1	2	2	2	1	4	1
