serialnop	age	pweight	sex	hispan	white	black	aian	asian	nhpi	other	race1	marstat	educ	speak	citizen	yr2us	abwork	disable	military	milyrs	esr	lastwrk	clwkr	worklyr	weeks	hours	inctot	persons	tenure	hht	p65	p18	npf	noc	nrc	paoc	parc	fnf	hhl	wif	empstat
3656790	60	16	2	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	2	1	48	40	24000	2	1	1	0	0	2	0	0	4	4	2	1	3	1
6931761	63	21	2	1	0	1	0	0	0	0	2	4	7	2	1	0	2	1	4	0	1	1	1	1	20	8	3920	6	3	3	1	3	6	0	3	4	2	2	1	4	7
1899724	23	29	2	2	0	0	0	0	0	1	8	5	13	1	1	0	2	2	4	0	1	1	4	1	24	36	21000	4	1	1	0	0	4	0	0	4	4	2	2	4	2
1091747	32	18	2	2	1	0	0	0	0	0	1	1	5	1	5	1990	1	1	4	0	3	1	1	1	26	40	12500	5	3	1	0	3	5	3	3	3	3	2	2	2	1
3119706	21	26	1	1	1	0	0	0	0	0	1	5	10	2	1	0	2	2	4	0	1	1	1	1	52	40	21000	1	3	4	0	0	0	0	0	4	4	2	1	0	0
3932609	24	13	1	2	0	0	0	0	0	1	8	1	3	1	5	1989	1	1	4	0	2	1	1	1	5	4	32590	5	3	1	0	2	5	0	2	4	3	2	2	3	2
5610340	46	27	2	24	0	0	0	0	0	1	8	5	1	1	5	1980	1	1	4	0	6	1	1	1	7	8	280	2	3	3	0	0	2	0	0	4	4	2	2	3	8
8201848	56	52	2	1	1	0	0	0	0	0	1	1	8	1	4	1960	2	2	4	0	1	1	1	1	52	24	15000	6	1	1	0	2	6	1	2	2	3	2	3	4	1
2690123	46	24	2	1	0	0	0	1	0	0	6	3	9	2	1	0	1	1	4	0	1	1	3	1	52	40	30000	4	2	3	1	0	4	0	0	4	4	2	1	2	8
2113013	45	13	2	1	0	0	0	1	0	0	6	1	13	1	4	1982	1	1	4	0	1	1	1	1	52	40	12000	4	1	1	0	0	4	0	0	4	4	2	4	4	1
1583306	25	19	2	1	1	0	0	0	0	0	1	5	10	2	1	0	2	2	4	0	1	1	1	1	52	40	22000	1	3	6	0	0	0	0	0	4	4	2	1	0	0
5110039	22	42	1	2	1	0	0	0	0	0	1	1	1	1	5	1996	2	2	4	0	1	1	1	1	52	78	31200	4	3	1	0	0	4	0	0	4	4	2	2	3	3
1836445	31	21	2	2	0	0	0	0	0	1	8	5	8	1	5	1999	2	2	4	0	6	2	0	2	0	0	3000	9	3	3	0	3	4	3	3	2	2	2	2	1	8
6998615	39	15	2	2	0	0	0	0	0	1	8	1	2	1	5	1991	2	2	4	0	1	1	1	1	30	40	6200	6	3	1	0	4	6	4	4	3	3	2	2	3	1
9590352	40	32	1	1	1	0	0	0	0	0	1	5	11	1	4	1987	1	1	4	0	1	1	1	1	52	40	23000	4	3	2	1	0	4	0	0	4	4	2	5	4	5
6009906	35	5	1	1	1	0	0	0	0	0	1	5	10	2	1	0	2	1	4	0	6	2	0	2	0	0	8200	2	1	2	1	0	2	0	0	4	4	2	1	2	6
9307499	44	13	2	2	0	0	0	0	0	1	8	1	12	1	1	0	1	1	4	0	1	1	1	1	52	40	36000	2	1	1	0	0	2	0	0	4	4	2	2	3	1
9133472	39	15	1	2	1	0	0	0	0	0	1	1	7	1	1	0	2	2	4	0	1	1	6	1	52	40	17000	4	1	1	0	2	4	2	2	2	2	2	2	3	1
9825673	26	16	2	2	0	0	0	0	0	1	8	5	9	1	5	1984	2	2	4	0	6	1	1	1	48	40	11600	8	1	1	2	0	7	0	0	4	4	2	2	4	2
1210308	36	21	2	2	0	0	0	0	0	1	8	1	9	2	1	0	2	2	4	0	6	1	1	1	3	24	3000	4	1	1	0	2	4	2	2	2	2	2	1	3	2
9079590	41	21	1	2	1	0	0	0	0	0	1	5	6	2	1	0	2	2	4	0	6	2	0	2	0	0	0	3	2	1	0	0	3	0	0	4	4	2	2	2	2
2120441	34	6	1	24	0	0	0	0	0	1	8	1	8	1	5	1980	2	2	4	0	1	1	6	1	52	80	28000	4	1	1	0	2	4	2	2	2	2	2	2	3	1
8681609	48	19	2	2	0	0	0	0	0	1	8	1	9	1	4	1977	2	2	4	0	6	2	0	2	0	0	0	9	1	1	0	4	8	2	4	3	3	2	2	4	2
7770005	48	13	2	2	0	0	0	0	0	1	8	1	2	1	5	1985	1	1	4	0	6	2	0	2	0	0	0	6	3	1	0	1	6	1	1	2	2	2	2	4	2
7108152	49	13	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	1	4	0	6	1	7	2	0	0	0	5	2	1	0	3	5	3	3	3	3	2	1	2	3
3821893	23	19	1	1	1	0	0	0	0	0	1	5	13	2	1	0	2	2	4	0	1	1	1	1	48	40	19800	1	3	4	0	0	0	0	0	4	4	2	1	0	0
7725762	48	11	2	2	0	0	0	0	0	1	8	1	1	1	4	1970	2	2	4	0	1	1	1	1	52	40	22000	7	1	1	0	2	7	1	2	2	3	2	2	4	1
5640796	58	15	2	1	1	0	0	0	0	0	1	1	14	2	1	0	2	2	4	0	1	1	3	1	52	50	95600	6	1	1	0	3	6	0	3	4	1	2	1	3	3
457372	29	31	1	2	1	0	0	0	0	0	1	5	3	1	5	1989	2	2	4	0	1	1	1	1	52	60	14000	4	3	5	0	2	0	0	0	4	4	2	2	0	0
5719757	36	16	2	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	1	1	52	40	73000	4	3	1	0	2	4	2	2	1	1	2	1	3	1
9147040	40	13	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	1	1	50	16	6400	4	1	1	0	2	4	2	2	2	2	2	1	3	1
1794083	39	6	2	2	0	0	0	0	0	1	8	5	2	1	5	1992	2	2	4	0	6	2	0	2	0	0	0	6	1	1	0	3	6	3	3	2	2	2	2	3	1
4791861	34	26	2	1	1	0	0	0	0	0	1	1	9	2	1	0	1	1	4	0	2	1	1	1	52	60	40000	4	3	1	0	2	4	2	2	2	2	2	1	3	1
8147870	33	15	1	2	1	0	0	0	0	0	1	1	8	1	5	1988	2	2	4	0	3	1	1	2	0	0	0	4	3	1	0	2	4	2	2	3	3	2	2	2	2
7620282	34	13	1	1	1	0	0	0	0	0	1	3	2	2	1	0	2	1	4	0	6	2	0	2	0	0	7900	2	2	5	1	0	0	0	0	4	4	2	1	0	0
9554023	36	23	2	1	0	1	0	0	0	0	2	4	9	2	1	0	2	2	4	0	6	2	0	2	0	0	3000	4	3	3	0	2	4	2	2	2	2	2	1	1	8
9018911	44	16	1	1	1	0	0	0	0	0	1	1	9	2	5	1959	2	2	4	0	1	1	1	1	52	50	38100	4	1	1	0	2	4	2	2	2	2	2	1	2	2
5650957	48	5	1	1	1	0	0	0	0	0	1	1	8	2	1	0	2	2	2	2	1	1	1	1	50	40	58000	2	3	1	0	0	2	0	0	4	4	2	1	2	2
6415653	33	21	2	1	1	0	0	0	0	0	1	5	13	2	1	0	2	1	4	0	1	1	1	1	52	42	30000	1	1	6	0	0	0	0	0	4	4	2	1	0	0
9628579	23	34	2	1	1	0	0	0	0	0	1	5	11	2	1	0	2	2	4	0	1	1	1	1	40	40	20900	3	3	3	0	1	3	1	1	1	1	2	1	3	7
3229370	48	26	2	2	0	0	0	0	0	1	8	1	3	1	1	0	2	2	4	0	1	1	1	1	52	40	20800	4	3	1	0	1	4	0	1	4	1	2	2	3	1
1275146	36	23	2	1	1	0	0	0	0	0	1	4	12	2	1	0	2	2	4	0	1	1	1	1	51	40	50000	1	1	6	0	0	0	0	0	4	4	2	1	0	0
6377207	54	18	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	6	2	0	2	0	0	2000	2	1	1	0	0	2	0	0	4	4	2	1	1	4
9977693	39	13	2	16	1	0	0	0	0	0	1	1	13	2	4	1971	2	1	4	0	1	1	6	1	30	10	600	5	3	1	0	3	5	3	3	3	3	2	1	3	1
2807003	60	8	1	1	1	0	0	0	0	0	1	1	3	1	4	1990	2	1	4	0	1	1	6	2	0	0	0	4	1	1	0	1	4	1	1	2	2	2	3	3	1
976207	33	13	2	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	6	1	26	40	3000	5	1	1	0	3	5	3	3	2	2	2	1	3	1
6240819	65	24	2	1	1	0	0	0	0	0	1	1	12	1	4	1961	2	1	4	0	1	1	4	1	40	15	8600	2	2	1	1	0	2	0	0	4	4	2	3	3	1
243775	47	27	1	1	1	0	0	0	0	0	1	5	10	2	1	0	2	2	4	0	6	1	1	1	50	50	76000	1	3	4	0	0	0	0	0	4	4	2	1	0	0
4374158	51	13	2	9	0	0	0	0	0	1	8	3	15	1	5	1960	1	1	4	0	1	1	1	1	50	40	91000	1	3	6	0	0	0	0	0	4	4	2	2	0	0
9655900	30	11	2	2	1	0	0	0	0	0	1	5	5	1	5	1978	1	1	4	0	1	1	1	1	52	40	10000	9	2	1	0	3	9	0	3	4	3	2	2	4	2
7245792	34	18	2	2	0	0	0	0	0	1	8	1	13	1	5	1992	2	2	4	0	1	1	3	1	27	4	12370	3	3	1	1	0	3	0	0	4	4	2	2	2	3
6585041	46	22	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	3	1	52	40	27200	2	1	1	0	0	2	0	0	4	4	2	1	3	1
4251252	48	45	1	1	1	0	0	0	0	0	1	3	9	2	1	0	2	2	4	0	1	1	1	1	52	32	11000	2	3	5	0	0	0	0	0	4	4	2	1	0	0
136040	46	16	1	2	0	0	0	0	0	1	8	1	3	1	5	1978	1	1	4	0	6	1	1	1	48	35	10300	4	2	1	0	1	4	1	1	2	2	2	2	3	4
6226622	54	6	2	1	0	1	1	0	0	0	9	1	11	2	1	0	2	2	4	0	6	1	1	2	0	0	5000	4	3	1	0	1	4	0	1	4	1	2	1	3	4
9945169	26	24	1	2	0	0	0	0	0	1	8	1	11	2	1	0	2	2	2	2	1	1	1	1	52	40	28000	2	3	1	0	0	2	0	0	4	4	2	1	3	2
6599847	62	18	1	1	1	0	0	0	0	0	1	1	10	2	1	0	2	1	2	2	1	1	1	1	52	20	18000	2	1	1	0	0	2	0	0	4	4	2	1	3	1
6277253	23	16	2	2	0	0	0	0	0	1	8	1	1	1	5	1995	2	1	4	0	6	2	0	2	0	0	0	4	3	1	0	0	4	0	0	4	4	2	2	4	4
2649226	21	18	2	1	1	0	0	0	0	0	1	5	11	2	1	0	2	2	4	0	2	1	1	1	20	23	9200	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3030478	43	11	1	1	1	0	0	0	0	0	1	4	9	2	1	0	2	2	3	0	1	1	1	1	52	60	63000	3	1	2	0	1	3	1	1	2	2	2	1	3	5
9103455	49	16	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	6	1	37	40	251000	3	1	1	0	1	3	1	1	1	1	2	1	2	2
8696602	47	24	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	1	1	52	40	60500	4	1	1	0	2	4	2	2	3	3	2	1	3	1
625464	27	16	2	2	0	0	0	0	0	1	8	1	10	1	5	1974	2	1	4	0	6	1	1	2	0	0	0	6	3	1	0	2	6	2	2	1	1	2	2	2	2
8116687	28	27	2	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	1	1	26	40	16800	3	3	1	0	1	3	1	1	1	1	2	1	3	1
4984424	33	24	1	1	1	0	0	0	0	0	1	5	10	2	1	0	2	2	4	0	6	1	1	2	0	0	0	1	3	4	0	0	0	0	0	4	4	2	1	0	0
3445080	51	16	2	1	0	0	0	1	0	0	6	1	8	1	5	1989	2	2	4	0	1	1	1	1	51	48	25000	3	1	1	0	0	3	0	0	4	4	2	4	4	1
6988471	51	23	2	1	1	0	0	0	0	0	1	2	10	2	1	0	1	1	4	0	1	1	4	1	52	40	38600	2	1	7	0	0	0	0	0	4	4	2	1	0	0
3269459	48	16	2	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	7	1	50	40	36000	2	1	1	0	0	2	0	0	4	4	2	1	3	1
7422409	45	52	1	2	1	0	0	0	0	0	1	1	10	2	1	0	2	2	4	0	1	1	6	1	48	40	50000	4	1	1	0	2	4	2	2	2	2	2	1	3	1
8808092	60	19	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	6	2	0	2	0	0	0	2	2	1	0	0	2	0	0	4	4	2	1	1	4
4962475	56	24	1	1	1	0	0	0	0	0	1	1	14	2	1	0	2	2	2	2	1	1	1	1	52	60	126000	2	1	1	0	0	2	0	0	4	4	2	1	3	1
1126127	21	26	1	24	0	0	0	0	0	1	8	1	11	2	5	1994	2	2	4	0	6	1	1	2	0	0	0	7	3	1	0	4	7	3	4	3	3	2	2	2	2
864722	24	39	1	2	0	0	0	0	0	1	8	1	9	1	5	1995	2	2	4	0	1	1	1	1	52	59	24200	9	3	1	0	4	9	4	4	2	2	2	2	4	2
827752	40	16	1	1	0	0	0	1	0	0	6	1	14	1	4	1986	2	2	4	0	1	1	1	1	52	40	55000	8	1	1	2	2	8	2	2	1	1	2	4	4	1
8732222	28	10	1	1	0	1	0	0	0	0	2	3	11	2	1	0	2	2	4	0	1	1	1	1	52	40	40000	3	3	3	0	1	2	1	1	1	1	2	1	2	7
6484847	53	16	2	1	0	0	0	1	0	0	6	1	13	1	4	1989	2	2	4	0	1	1	1	1	52	40	18000	7	1	1	0	1	7	0	1	4	2	2	4	4	3
1874807	28	39	1	2	1	0	0	0	0	0	1	2	9	1	1	0	2	2	4	0	6	1	1	1	28	35	14000	1	0	0	0	0	0	0	0	0	0	0	0	0	0
8285561	46	24	1	1	0	1	0	0	0	0	2	1	12	2	5	1958	2	2	4	0	1	1	1	1	52	52	123000	4	1	1	0	2	4	2	2	2	2	2	1	3	1
2589162	44	26	2	1	1	0	0	0	0	0	1	3	13	2	1	0	2	2	4	0	1	1	6	1	16	24	2000	3	4	3	0	1	3	1	1	2	2	2	1	2	7
8036945	30	13	1	1	1	0	0	0	0	0	1	5	12	2	1	0	2	2	4	0	1	1	3	1	50	45	65000	1	3	4	0	0	0	0	0	4	4	2	1	0	0
3749975	42	19	1	2	1	0	0	0	0	0	1	1	3	1	5	1980	1	1	4	0	6	1	1	1	40	40	82000	5	3	1	0	3	5	3	3	3	3	2	2	2	3
6184700	55	19	1	24	0	0	0	0	0	1	8	1	12	1	1	0	2	2	2	2	1	1	3	1	52	40	57000	5	3	1	0	0	5	0	0	4	4	2	2	4	1
2848283	35	21	1	2	0	0	0	0	0	1	8	1	1	2	5	1980	1	1	4	0	3	1	1	1	32	71	25000	6	1	1	0	4	6	4	4	3	3	2	2	3	1
4412096	39	26	2	1	1	0	0	0	0	0	1	1	9	2	1	0	1	1	4	0	1	1	1	1	48	40	48000	5	3	1	0	3	5	3	3	2	2	2	2	3	1
9722229	48	5	2	1	1	0	0	0	0	0	1	1	12	2	1	0	2	2	4	0	3	1	1	1	52	40	24500	4	1	1	0	0	4	0	0	4	4	2	1	4	1
4007136	50	8	1	1	0	0	0	1	0	0	6	5	9	1	4	1968	2	2	4	0	6	2	0	2	0	0	0	7	1	1	0	2	5	2	2	2	2	2	4	4	1
3211153	55	16	1	2	0	0	0	0	0	1	8	1	3	1	4	1967	2	2	4	0	3	1	1	1	26	9	8000	5	2	1	0	0	4	0	0	4	4	2	2	4	1
5673834	56	19	1	1	1	0	0	0	0	0	1	1	9	2	1	0	1	1	4	0	1	1	6	1	45	10	24950	2	1	1	0	0	2	0	0	4	4	2	1	2	2
3906773	26	8	1	1	1	0	0	0	0	0	1	1	7	2	1	0	2	2	4	0	1	1	1	1	32	40	36700	4	3	1	0	2	4	2	2	3	3	2	1	3	1
2537215	33	24	1	1	0	0	0	1	0	0	6	1	9	1	4	1986	2	2	3	0	1	1	1	1	5	40	38000	5	1	1	1	2	5	2	2	3	3	2	4	3	1
7177331	59	19	2	1	1	0	0	0	0	0	1	2	13	2	1	0	2	2	4	0	1	1	2	1	13	40	15800	3	2	1	2	0	3	0	0	4	4	2	1	2	4
8952574	44	24	1	1	1	0	0	0	0	0	1	5	10	2	1	0	2	2	4	0	1	1	1	1	52	50	50000	1	3	4	0	0	0	0	0	4	4	2	1	0	0
7499197	35	11	1	1	0	0	0	1	0	0	6	5	10	1	4	1968	1	1	4	0	1	1	1	1	52	40	49150	1	1	4	0	0	0	0	0	4	4	2	4	0	0
7550569	47	24	1	2	0	0	0	0	0	1	8	1	1	1	5	1977	2	2	4	0	3	1	1	1	38	60	30000	6	3	1	0	1	6	1	1	2	2	2	2	4	1
1127471	40	21	1	2	0	0	0	0	0	1	8	1	9	1	5	1980	1	1	4	0	1	1	1	1	52	45	50000	7	1	1	0	5	7	5	5	3	3	2	2	2	2
7070565	42	16	2	1	1	0	0	0	0	0	1	1	14	2	1	0	2	2	4	0	6	1	4	2	0	0	0	4	1	1	0	2	4	2	2	2	2	2	1	2	2
8442938	38	21	1	2	1	0	0	0	0	0	1	1	11	1	1	0	2	2	4	0	1	1	1	1	52	40	35000	3	1	1	0	1	3	1	1	1	1	2	2	3	1
9111166	24	16	1	2	0	0	0	0	0	1	8	1	8	1	1	0	2	2	4	0	1	1	1	1	52	40	21000	8	3	1	0	2	8	0	2	4	1	2	2	4	1
3863093	30	35	1	1	0	0	0	1	0	0	6	5	13	1	4	1995	2	2	4	0	1	1	1	1	52	40	24000	2	3	5	0	0	0	0	0	4	4	2	4	0	0
6263578	62	29	2	1	1	0	0	0	0	0	1	1	12	2	1	0	1	1	4	0	1	1	7	1	52	48	40000	3	1	1	0	0	2	0	0	4	4	2	1	2	3
5781745	37	21	2	2	0	0	0	0	0	1	8	1	8	1	5	1997	2	2	4	0	6	2	0	2	0	0	0	3	3	1	0	1	3	1	1	1	1	2	2	2	2
577440	62	13	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	6	2	0	2	0	0	0	2	2	1	0	0	2	0	0	4	4	2	1	1	4
3130698	50	19	1	2	1	0	0	0	0	0	1	1	3	1	5	1971	1	1	4	0	6	1	1	1	32	45	14000	8	1	1	0	3	8	3	3	3	3	2	2	4	3
1424170	39	16	1	2	0	0	0	0	0	1	8	1	3	1	5	1980	2	2	4	0	1	1	1	1	52	40	18000	10	1	1	0	0	3	0	0	4	4	2	2	3	2
8434815	28	14	2	2	1	0	0	0	0	0	1	5	6	1	5	1988	2	2	4	0	6	2	0	2	0	0	8200	4	3	3	0	2	4	2	2	1	1	2	2	1	8
7102576	30	16	1	2	1	0	0	0	0	0	1	1	9	1	4	1981	2	2	4	0	1	1	1	1	40	40	27000	3	3	1	0	1	3	1	1	2	2	2	2	3	1
9307560	31	15	1	2	0	0	0	0	0	1	8	1	1	1	4	1987	2	2	4	0	1	1	1	1	52	40	41900	2	3	1	0	0	2	0	0	4	4	2	2	2	2
1111261	30	29	1	2	0	0	0	0	0	1	8	1	5	1	5	1996	2	2	4	0	1	1	1	1	52	40	11000	6	3	1	0	4	6	4	4	3	3	2	2	3	1
6895155	58	24	2	2	0	0	0	0	0	1	8	1	3	1	5	1976	2	1	4	0	6	2	0	2	0	0	0	2	3	1	0	0	2	0	0	4	4	2	2	2	4
5756167	54	16	2	1	0	1	0	0	0	0	2	3	9	2	1	0	2	2	4	0	1	1	1	1	35	24	19300	2	3	3	0	0	2	0	0	4	4	2	1	3	7
2087980	42	37	1	2	0	0	0	0	0	1	8	3	4	1	5	1978	1	1	4	0	1	1	1	1	20	60	4930	5	1	2	0	3	4	3	3	2	2	2	2	2	5
7036264	56	18	2	1	0	0	0	1	0	0	6	1	12	1	4	1967	2	2	4	0	1	1	1	1	48	32	50000	3	1	1	0	0	3	0	0	4	4	2	4	3	3
9979711	37	29	1	1	1	0	0	0	0	0	1	1	9	2	1	0	2	2	4	0	1	1	1	1	52	40	31000	4	1	1	0	2	4	2	2	2	2	2	1	3	1
2833335	43	27	1	1	1	0	0	0	0	0	1	1	11	1	5	1963	2	2	4	0	1	1	1	1	52	60	120000	4	1	1	0	2	4	2	2	1	1	2	2	2	2
3231978	29	10	1	2	0	0	0	0	0	1	8	1	10	1	1	0	2	2	4	0	1	1	1	1	50	60	30000	4	3	1	0	2	4	2	2	3	3	2	2	2	2
5341797	45	18	1	1	0	0	0	1	0	0	6	1	13	1	4	1980	2	2	4	0	1	1	5	1	52	40	45000	5	1	1	1	2	5	2	2	2	2	2	4	3	1
4422117	58	19	1	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	2	2	6	1	1	1	36	60	343000	4	1	1	0	1	4	1	1	2	2	2	1	3	4
6317911	22	16	1	2	0	0	0	0	0	1	8	5	6	1	5	1996	2	2	4	0	6	1	1	1	52	40	12000	5	3	2	0	0	4	0	0	4	4	2	2	4	5
4238958	41	13	1	2	1	0	0	0	0	0	1	1	3	1	5	1973	1	1	4	0	1	1	1	1	9	40	13000	5	3	2	0	3	4	3	3	3	3	2	2	2	5
8538104	53	15	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	5	1	52	50	48660	2	1	1	0	0	2	0	0	4	4	2	1	3	1
7021795	27	12	1	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	3	0	6	1	1	1	20	35	9000	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5209911	31	52	1	2	0	0	0	0	0	1	8	1	9	2	1	0	2	1	4	0	6	1	1	1	52	40	26000	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5813733	23	32	1	24	0	0	0	0	0	1	8	1	9	1	1	0	2	2	4	0	1	1	1	1	52	70	35900	3	3	1	0	1	3	1	1	1	1	2	2	3	2
3106072	33	26	1	1	1	0	0	0	0	0	1	5	11	2	1	0	2	1	4	0	1	1	6	1	35	10	5000	2	3	3	0	0	2	0	0	4	4	2	1	3	7
2017264	24	16	1	2	0	0	0	0	0	1	8	5	9	1	1	0	2	2	4	0	1	1	1	1	48	40	33000	4	1	1	0	0	4	0	0	4	4	2	2	3	4
3055885	40	24	2	1	0	1	0	0	0	0	2	4	9	2	1	0	2	2	4	0	1	1	1	1	52	50	29800	3	3	3	0	2	3	2	2	2	2	2	1	2	7
9531214	62	29	1	1	1	0	0	0	0	0	1	4	13	2	1	0	2	2	2	2	1	1	1	1	10	30	3060	1	3	4	0	0	0	0	0	4	4	2	1	0	0
7308828	36	16	1	2	0	0	1	0	0	0	3	1	2	1	5	1988	1	1	4	0	1	1	1	1	32	60	20200	6	3	1	0	4	6	4	4	2	2	2	2	3	1
7014644	57	16	2	1	0	0	0	1	0	0	6	1	15	1	5	1980	2	2	4	0	1	1	5	1	52	40	41410	3	1	1	1	0	3	0	0	4	4	2	3	3	1
8038976	57	21	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	3	1	52	40	45020	2	1	1	0	0	2	0	0	4	4	2	1	3	1
8305984	25	23	1	2	0	0	0	0	0	1	8	5	9	1	1	0	2	2	4	0	1	1	1	1	52	40	24000	1	1	4	0	0	0	0	0	4	4	2	2	0	0
8982593	26	34	1	2	0	0	0	0	0	1	8	5	11	1	4	1975	2	2	4	0	1	1	1	1	52	40	42000	5	1	2	2	1	4	1	1	2	2	2	2	2	5
9007095	35	16	1	1	1	0	0	0	0	0	1	1	12	2	1	0	2	2	4	0	1	1	1	1	52	40	56500	2	1	1	0	0	2	0	0	4	4	2	1	3	1
461733	42	32	1	1	1	0	0	0	0	0	1	3	10	2	1	0	2	1	4	0	6	1	1	1	52	45	11000	1	0	0	0	0	0	0	0	0	0	0	0	0	0
249981	25	9	2	1	0	0	0	0	1	1	9	1	9	2	1	0	1	1	4	0	1	1	1	1	52	40	13000	4	1	1	0	0	2	0	0	4	4	2	1	2	1
188289	60	31	1	1	1	0	0	0	0	0	1	1	14	2	1	0	2	2	4	0	1	1	7	1	52	40	152500	3	3	1	0	1	3	1	1	2	2	2	1	2	2
358920	55	21	1	12	1	0	0	0	0	0	1	5	9	2	1	0	2	2	4	0	1	1	2	1	52	40	42400	3	2	2	0	0	3	0	0	4	4	2	1	4	5
2842947	57	18	2	1	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	6	1	32	5	4800	2	1	1	0	0	2	0	0	4	4	2	1	3	1
4416574	41	19	2	2	1	0	0	0	0	0	1	1	11	2	1	0	2	2	4	0	1	1	1	1	52	40	39000	4	3	1	0	2	4	2	2	2	2	2	1	3	1
4321289	35	29	1	1	0	1	0	0	0	0	2	5	9	2	1	0	1	1	4	0	6	1	1	1	52	35	28000	1	3	4	0	0	0	0	0	4	4	2	1	0	0
7195624	30	19	1	2	1	0	0	0	0	0	1	1	6	1	5	1975	1	1	4	0	1	1	1	1	25	40	18000	5	3	1	0	3	5	3	3	3	3	2	2	3	1
4547158	48	14	2	1	0	1	0	0	0	0	2	2	11	2	1	0	1	1	4	0	3	2	9	2	0	0	220	2	3	3	0	1	2	1	1	1	1	2	1	1	7
9418624	32	29	2	2	0	0	0	0	0	1	8	5	7	1	1	0	2	2	4	0	1	1	1	1	50	40	21400	7	3	3	0	5	7	4	5	3	3	2	2	2	7
5643602	56	19	1	1	1	0	0	0	0	0	1	1	16	2	1	0	2	2	2	2	1	1	6	1	48	20	12500	2	1	1	0	0	2	0	0	4	4	2	1	3	1
6985242	26	42	1	1	0	0	0	0	1	0	7	5	9	1	5	1989	2	2	4	0	1	1	1	1	52	40	31200	4	3	1	0	1	4	1	1	2	2	2	3	4	3
1771771	51	16	2	1	0	1	0	0	0	0	2	2	13	2	1	0	2	2	4	0	1	1	3	1	48	40	30970	2	1	3	0	0	2	0	0	4	4	2	1	3	7
6509072	36	16	1	2	0	0	0	0	0	1	8	5	9	2	1	0	2	2	4	0	1	1	1	1	28	40	9000	5	1	1	0	1	5	0	1	4	1	2	2	4	3
7908833	21	34	2	1	1	0	0	0	0	0	1	5	9	2	1	0	2	2	4	0	1	1	1	1	45	40	18000	4	1	1	0	0	4	0	0	4	4	2	4	4	2
9026736	25	13	1	2	1	0	0	0	0	0	1	1	8	1	1	0	2	2	4	0	1	1	1	1	52	48	33000	4	3	1	0	2	4	2	2	1	1	2	2	2	2
1948097	35	10	2	1	0	0	0	1	0	0	6	3	14	1	5	1992	2	2	4	0	1	1	3	1	52	20	20000	4	3	3	0	2	3	2	2	3	3	2	3	2	7
9937569	24	24	2	1	1	0	0	0	0	0	1	5	10	2	1	0	2	2	4	0	1	1	1	1	52	40	18500	3	1	2	0	0	2	0	0	4	4	2	2	3	5
8019403	51	29	2	1	0	1	0	0	0	0	2	1	12	2	1	0	2	2	4	0	1	1	1	1	48	30	44600	4	1	1	0	1	4	1	1	2	2	2	1	4	1
4709635	42	16	2	1	1	0	0	0	0	0	1	1	13	2	1	0	2	2	4	0	1	1	3	1	52	50	96000	3	1	1	0	1	3	1	1	2	2	2	1	3	1
8893645	25	40	1	1	1	0	0	0	0	0	1	5	13	2	1	0	2	2	4	0	1	1	1	2	0	0	0	2	3	5	0	0	0	0	0	4	4	2	1	0	0
5216792	26	14	1	2	0	0	0	0	0	1	8	1	12	2	1	0	1	1	4	0	3	1	1	1	46	45	23000	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2518250	33	16	1	1	0	1	0	0	0	0	2	4	11	2	1	0	2	2	4	0	1	1	1	1	50	70	46000	5	3	3	0	2	5	0	2	4	3	2	1	4	7
6697107	40	13	1	24	0	0	0	0	0	1	8	1	1	2	1	0	2	2	4	0	1	1	1	1	52	40	16000	5	1	1	0	3	5	3	3	2	2	2	1	3	1
6235856	34	13	1	2	1	0	0	0	0	0	1	1	13	1	1	0	2	2	4	0	1	1	1	1	52	40	131500	2	1	1	0	0	2	0	0	4	4	2	2	3	1
